Parsing blog №38
07.06.10	00:00	xtavras        	Берлин            	GMT+3	0
09.12.09	10:32	muhas          	Псков             	GMT+3	10
01.12.09	01:47	idler          	None              	GMT+3	1
30.11.09	00:17	ScuFF          	None              	GMT+3	0
28.11.09	02:33	exelens        	Санкт-Петербург   	GMT+3	2
26.11.09	11:59	distruktor     	Красноярск        	GMT+7	15
21.11.09	20:15	Username       	Рязань            	GMT+3	20
15.11.09	01:38	dr_magnus      	Кременчуг         	GMT+3	1
12.11.09	23:24	Username       	Рязань            	GMT+3	23
10.11.09	22:42	nvbn           	Ангарск           	GMT+5	0
06.11.09	19:08	kstep          	Минск             	GMT+3	19
01.11.09	17:11	masai          	Бендеры           	GMT+3	17
30.10.09	20:25	lwilis         	Сергиев Посад     	GMT+3	20
30.10.09	19:11	nobodyzzz      	Минск             	GMT+3	19
30.10.09	18:23	Denis          	Одесса            	GMT+3	18
27.10.09	23:44	masai          	Бендеры           	GMT+3	23
27.10.09	22:23	cppmm          	Томск             	GMT+6	1
26.10.09	17:18	todeus         	Владивосток       	GMT+10	0
25.10.09	13:19	NeonLight_Child	Moscow City       	GMT+3	13
24.10.09	13:42	kstep          	Минск             	GMT+3	13
19.10.09	19:02	kstep          	Минск             	GMT+3	19
19.10.09	18:19	kstep          	Минск             	GMT+3	18
07.10.09	23:38	Username       	Рязань            	GMT+3	23
07.10.09	16:52	h0rr0rr_drag0n 	Санкт-Петербург   	GMT+3	16
02.10.09	01:05	al1e           	Солнечногорск     	GMT+3	1
25.09.09	16:28	xT             	Омск              	GMT+6	19
24.09.09	22:52	ZogG           	Тель-Авив         	GMT+3	22
24.09.09	03:03	renya          	Арзамас           	GMT+3	3
23.09.09	20:50	renya          	Арзамас           	GMT+3	20
18.09.09	07:33	exelens        	Санкт-Петербург   	GMT+3	7
18.09.09	07:24	exelens        	Санкт-Петербург   	GMT+3	7
17.09.09	17:40	OldWiseJoe     	Екатеринбург      	GMT+5	19
16.09.09	11:50	Filgor         	Москва            	GMT+3	11
09.09.09	19:28	chemikadze     	Москва            	GMT+3	19
09.09.09	16:43	_bvz_          	None              	GMT+3	16
06.09.09	19:43	assaron        	Санкт-Петербург   	GMT+3	19
03.09.09	18:02	h0rr0rr_drag0n 	Санкт-Петербург   	GMT+3	18
03.09.09	14:13	predator       	Москва            	GMT+3	14
01.09.09	22:48	Denis          	Одесса            	GMT+3	22
25.08.09	07:33	exelens        	Санкт-Петербург   	GMT+3	7
25.08.09	07:29	exelens        	Санкт-Петербург   	GMT+3	7
25.08.09	07:26	exelens        	Санкт-Петербург   	GMT+3	7
25.08.09	07:23	exelens        	Санкт-Петербург   	GMT+3	7
25.08.09	00:35	Minoru         	None              	GMT+3	0
14.08.09	17:34	exelens        	Санкт-Петербург   	GMT+3	17
09.08.09	08:43	xT             	Омск              	GMT+6	11
04.08.09	01:47	renya          	Арзамас           	GMT+3	1
30.07.09	15:04	SashaShveik    	None              	GMT+3	15
29.07.09	13:29	SashaShveik    	None              	GMT+3	13
29.07.09	00:15	h0rr0rr_drag0n 	Санкт-Петербург   	GMT+3	0
25.07.09	21:13	Zend           	Псков             	GMT+3	21
22.07.09	01:40	lwilis         	Сергиев Посад     	GMT+3	1
17.07.09	02:13	lwilis         	Сергиев Посад     	GMT+3	2
16.07.09	16:17	xT             	Омск              	GMT+6	19
16.07.09	03:08	masai          	Бендеры           	GMT+3	3
15.07.09	17:17	masai          	Бендеры           	GMT+3	17
12.07.09	10:50	Jayrome        	Иркутск           	GMT+8	15
10.07.09	09:14	xameleon       	None              	GMT+3	9
09.07.09	17:29	razum2um       	Барнаул           	GMT+6	20
07.07.09	21:41	Username       	Рязань            	GMT+3	21
28.06.09	17:18	exelens        	Санкт-Петербург   	GMT+3	17
27.06.09	19:05	xT             	Омск              	GMT+6	22
22.06.09	23:42	assaron        	Санкт-Петербург   	GMT+3	23
21.06.09	20:25	dr_magnus      	Кременчуг         	GMT+3	20
20.06.09	19:17	mrded          	Омск              	GMT+6	22
13.06.09	12:11	vrusinov       	Воронеж           	GMT+3	12
10.06.09	12:03	xdemon         	Москва            	GMT+3	12
06.06.09	17:28	lwilis         	Сергиев Посад     	GMT+3	17
06.06.09	10:02	exelens        	Санкт-Петербург   	GMT+3	10
03.06.09	12:37	assaron        	Санкт-Петербург   	GMT+3	12
31.05.09	17:48	pluton         	Одесса            	GMT+3	17
29.05.09	17:08	booley         	Томск             	GMT+6	20
26.05.09	19:08	Username       	Рязань            	GMT+3	19
15.05.09	08:59	bmw            	Екатеринбург      	GMT+5	10
14.05.09	23:39	FalleN         	Серпухов          	GMT+3	23
12.05.09	17:18	kampfusbeke    	None              	GMT+3	17
12.05.09	01:00	booley         	Томск             	GMT+6	4
05.05.09	03:41	yuretsz        	Николаев          	GMT+3	3
04.05.09	14:52	h0rr0rr_drag0n 	Санкт-Петербург   	GMT+3	14
03.05.09	12:14	exelens        	Санкт-Петербург   	GMT+3	12
03.05.09	11:59	exelens        	Санкт-Петербург   	GMT+3	11
03.05.09	11:51	exelens        	Санкт-Петербург   	GMT+3	11
03.05.09	11:47	exelens        	Санкт-Петербург   	GMT+3	11
03.05.09	11:40	exelens        	Санкт-Петербург   	GMT+3	11
02.05.09	23:01	mr_visor       	Барановичи        	GMT+3	23
02.05.09	14:55	l1feh4ck3r     	Владивосток       	GMT+10	21
28.04.09	23:19	acubed         	Уфа               	GMT+5	1
21.04.09	12:22	xT             	Омск              	GMT+6	15
20.04.09	14:41	pluton         	Одесса            	GMT+3	14
16.04.09	09:03	xdemon         	Москва            	GMT+3	9
13.04.09	10:39	muhas          	Псков             	GMT+3	10
12.04.09	20:00	booley         	Томск             	GMT+6	23
12.04.09	10:06	exelens        	Санкт-Петербург   	GMT+3	10
11.04.09	22:37	exelens        	Санкт-Петербург   	GMT+3	22
11.04.09	22:15	exelens        	Санкт-Петербург   	GMT+3	22
11.04.09	21:56	exelens        	Санкт-Петербург   	GMT+3	21
11.04.09	21:23	exelens        	Санкт-Петербург   	GMT+3	21
07.04.09	21:29	Username       	Рязань            	GMT+3	21
05.04.09	10:00	SIM            	None              	GMT+3	10
04.04.09	22:10	Username       	Рязань            	GMT+3	22
04.04.09	21:36	Denis          	Одесса            	GMT+3	21
01.04.09	21:13	pashazz        	None              	GMT+3	21
30.03.09	19:21	SIM            	None              	GMT+3	19
28.03.09	10:16	DarkMan        	Ханты-Мансийск    	GMT+3	10
27.03.09	08:16	l1feh4ck3r     	Владивосток       	GMT+10	15
26.03.09	17:57	xcr            	None              	GMT+3	17
26.03.09	00:55	booley         	Томск             	GMT+6	3
15.03.09	20:20	xcr            	None              	GMT+3	20
15.03.09	11:58	exelens        	Санкт-Петербург   	GMT+3	11
15.03.09	11:33	exelens        	Санкт-Петербург   	GMT+3	11
15.03.09	10:52	exelens        	Санкт-Петербург   	GMT+3	10
15.03.09	10:45	Alexander      	None              	GMT+3	10
15.03.09	10:21	exelens        	Санкт-Петербург   	GMT+3	10
04.03.09	14:26	oper777        	None              	GMT+3	14
24.02.09	17:50	Username       	Рязань            	GMT+3	17
17.02.09	16:06	l1feh4ck3r     	Владивосток       	GMT+10	23
11.02.09	12:21	Username       	Рязань            	GMT+3	12
08.02.09	01:19	xcr            	None              	GMT+3	1
07.02.09	14:15	Username       	Рязань            	GMT+3	14
03.02.09	13:25	Username       	Рязань            	GMT+3	13
31.01.09	22:49	xcr            	None              	GMT+3	22
24.01.09	23:02	exelens        	Санкт-Петербург   	GMT+3	23
24.01.09	22:54	exelens        	Санкт-Петербург   	GMT+3	22
24.01.09	22:49	exelens        	Санкт-Петербург   	GMT+3	22
24.01.09	22:35	exelens        	Санкт-Петербург   	GMT+3	22
24.01.09	22:34	exelens        	Санкт-Петербург   	GMT+3	22
22.01.09	21:54	Username       	Рязань            	GMT+3	21
18.01.09	12:26	exelens        	Санкт-Петербург   	GMT+3	12

By-hour statictics for blog №38: 
 0: 6.29%	 [=====                                                                           ]
 1: 5.14%	 [====                                                                            ]
 2: 1.71%	 [=                                                                               ]
 3: 3.43%	 [==                                                                              ]
 4: 1.71%	 [=                                                                               ]
 5: 0.00%	 [                                                                                ]
 6: 0.00%	 [                                                                                ]
 7: 4.00%	 [===                                                                             ]
 8: 0.00%	 [                                                                                ]
 9: 1.14%	 [                                                                                ]
10: 6.29%	 [=====                                                                           ]
11: 5.71%	 [====                                                                            ]
12: 5.71%	 [====                                                                            ]
13: 4.57%	 [===                                                                             ]
14: 3.43%	 [==                                                                              ]
15: 4.57%	 [===                                                                             ]
16: 2.86%	 [==                                                                              ]
17: 6.86%	 [=====                                                                           ]
18: 3.43%	 [==                                                                              ]
19: 6.29%	 [=====                                                                           ]
20: 5.14%	 [====                                                                            ]
21: 7.43%	 [=====                                                                           ]
22: 7.43%	 [=====                                                                           ]
23: 6.86%	 [=====                                                                           ]


